reference,count
"bourdieu p., structures, habitus, power, culture/power/history, pp. 155-199, (1994)",1
"bourdieu p., distinction: a social critique of the judgment of taste, (1977)",1
"bourdieu p., grass g., the 'progressive' restoration, new left review, 14, pp. 63-77, (2002)",1
"bourdieu p., other worlds, (1990)",1
"bourdieu p., on the state: lectures at the collÃ¨ge de france 1989â1992, (2012)",1
"bourdieu p., wacquant l.p.d., an invitation to reflexive sociology, (1992)",1
"bourdieu p., a social critique of the judgement of taste, cambridge, (1979)",1
"bourdieu p., site effects, the weight of the world, (1999)",1
"bourdieu p., lamaison p., from rules to strategies: an interview with pierre bourdieu, cultural anthropology, 1, 1, pp. 110-120, (1986)",1
"bourdieu p., physical space, social space, and habitus, (1996)",1
"bourdieu p., the field of cultural production: essays on art and literature. an introduction, (1993)",1
"bourdieu p., wacquant l., invitation to reflective sociology, (1992)",1
"bourdieu p., razÃµes prÃ¡ticas, 9, (2008)",1
"bourdieu p., distinction: a social critique of the judgement of taste(r. nice, translator) cambridge, ma: harvard university press. original work, (1984)",1
"bourdieu p., esquisse dâune thÃ©orie de la pratique: prÃ©cÃ©dÃ© de trois etudes dâethnologie kabyle, (1972)",1
"bourdieu p.f., distinction: a social critique of the judgement of taste, (1984)",1
"bourdieu p., remarques provisoires sur la perception sociale du corps, actes de la recherche en sciences sociales, 14, 51-55, (1976)",1
"bourdieu p., the forms of capital, handbook of theory and research for the sociology of education (241-58), (1986)",1
"bourdieu p., language and linguistic power, (1991)",1
"bourdieu p., thompson j.b., raymond g., adamson m., language and symbolic power., (1991)",1
"bourdieu p., the forms of capital, handbook of theory research for the sociology of education, pp. 47-58, (1986)",1
"bourdieu p., la transmission de l'hÃ©ritage culturel (the transmission of cultural inheritance), le partage des bÃ©nÃ©fices, pp. 384-420, (1966)",1
"bourdieu p., bourdieu, bourdieu p., darbel a., rivet j.-p., seibel c., avant propos, travail et travailleurs en algÃ©rie, pp. 257-267, (1963)",1
"bourdieu p., les usages sociaux de la science. pour une sociologie clinique du champ scientifique, (1997)",1
"bourdieu p., sayad a., le dÃ©racinement. la crise de lâagriculture traditionnelle en algÃ©rie, (1964)",1
"bourdieu p., the forms of capital, education: culture: economy and society, pp. 46-55, (1997)",1
"bourdieu p., identity and representation. elements for a critical reflexion on the idea of region, language and symbolic power, by pierre bourdieu, pp. 220-228, (1991)",1
"bourdieu p., outline of a theory of practice, cambridge studies in social anthropology, 16, (1977)",1
"bourdieu pierre, distinction: a social critique of the judgement of taste, actes de la recherche en sciences sociales, 145, 5, pp. 3-8, (1984)",1
"bourdieu p., distinction. social critique of the judgement of taste, (1984)",1
"bourdieu p., forms of capital, handbook of theory of research for the sociology of education, pp. 241-258, (1985)",1
"bourdieu p., passeron j.c., reproduction in education, society and culture. london: sage. bourdieu, p, (1977)",1
"bourdieu p., the state nobility. elite schools in the field of power, (1998)",1
"bourdieu p., homoacademicus, (1988)",1
"bourdieu p., distinksjoner: en sosiologisk kritikk av dÃ¸mmekraften (distinctions: a sociological criticism of the judgement), (1995)",1
"bourdieu p., symbolsk makt (symbolic power), (1996)",1
"bourdieu p., outline of a theory of practice, (1993)",1
"bourdieu p., richardson j.g., the forms of capital., handbook of theory and research for the sociology of education, pp. 241-58, (1983)",1
"bourdieu p., la prÃ©caritÃ© est aujourdâhui partout, contre-feux, pp. 95-101, (1998)",1
"bourdieu p., the forms of capital, handbook of theory and research of for the sociology of education, (1986)",1
"bourdieu p., the logic of practice, (2006)",1
"bourdieu p., pascalian meditations, 2003, (2000)",1
"bourdieu p., the forms of capital, the routledgefarmer reader in sociology of education, pp. 15-29, (2005)",1
"bourdieu p., cultural reproduction and social reproduction.â pp. 487â511, power and ideology in education, (1977)",1
"bourdieu p., nice r., pascalian meditations., (2000)",1
"bourdieu p., firing back. against the tyranny of the market, 2, (2003)",1
"bourdieu p., chamboredon j.c., krais b., the craft of sociology: epistemological preliminaries., (1991)",1
"bourdieu p., s. coleman j., dimaggio p.j., 'social structure, institutions, and cultural goods: the case of the united states, pp. 133-166, (1991)",1
"bourdieu p., outline of a theory of praxis, (1977)",1
"bourdieu p., what makes a social class? on the theoretical and practical existence of groups., berkeley journal of sociology, 32, pp. 1-18, (1987)",1
"bourdieu p., language & symbolic power. translated by gino raymond & matthew adamson, (1992)",1
"bourdieu p., meditationen: zur kritik der scholastischen vernunft, (2004)",1
"bourdieu p., the forms of capital, handbook of theory and research for sociology of education, pp. 241-258, (1985)",1
"bourdieu p., distinction, (2007)",1
"bourdieu p., public opinion polls: a science without a scientist, in other words, (1990)",1
"bourdieu p., peristiany j.g., the sentiment of honour in kabyle society, honour and shame the values of mediterranean society, (1966)",1
"bourdieu p., habitus, code et codification, actes de la recherche en sciences sociales, 64, pp. 40-44, (1986)",1
"bourdieu p., esquisse dâune thÃ©orie de la pratique: prÃ©cÃ©dÃ© de trois Ã©tudes dâethnologie kabyle, (2000)",1
"bourdieu p., habitus, habitus: a sense of place, pp. 27-34, (2001)",1
"bourdieu p., Ã¶konomisches kapital, kulturelles kapital, soziales",1
"bourdieu p., sozialer raum und klassen, leÇon. sur la leÇon. zwei vorlesungen, (1985)",1
"bourdieu p., passeron j. c., reproduction in education, society and culture, (1977)",1
"bourdieu p., passeron j. c., reproduction in education, society and culture, (1990)",1
"bourdieu p., the three forms of theoretical knowledge, social sciences information, 12, pp. 53-80, (1973)",1
"bourdieu p., algeria 1960: essays., (1979)",1
"bourdieu p., practical reasons., (1994)",1
"bourdieu p., pascalian meditations., (1997)",1
"bourdieu p., the social structures of the economy., (2000)",1
"bourdieu p., science of science and reflexivity., (2001)",1
"bourdieu p., the social structures of the economy., (2005)",1
"bourdieu p., social theory for a changing society, epilogue: on the possibility of a field of world sociology, (1991)",1
"bourdieu p., the science studies reader, the specificity of the scientific field and the social conditions of the progress of reason, (1999)",1
"bourdieu p., the science of science and reflexivity, translated by richard nice, (2004)",1
"bourdieu p., algÃ©rie 60, structures Ã©conomiques et structures temporelles, (1977)",1
"bourdieu p., symbolic power, critique of anthropology, 4, 13-14, (1977)",1
"bourdieu p., the forms of capital, cultural theory: an anthology, pp. 81-94, (2011)",1
"bourdieu p., counterfire: against the tyranny of the market, (2003)",1
"bourdieu p., la noblesse d'Ã©tat: grandes ecoles et espirit de corps, (1989)",1
"bourdieu p., passeron j.c., the inheritors. french students and their relation to culture, (1979)",1
"bourdieu p., wacquant l.j.d., Ä¯vadas Ä¯ refleksyviÄjÄ sociologijÄ[introduction to reflexive sociology], (2003)",1
"bourdieu p., forms of capital, handbook for the theory of research for the sociology of education, (1986)",1
"bourdieu p., paysans dÃ©racinÃ©s, bouleversements morphologiques et changements culturels en algÃ©rie, etudes rurales, 12, january-march, pp. 56-94, (1964)",1
"bourdieu p., outline of a sociological theory of art perception, international social science journal, 20, winter, pp. 589-612, (1968)",1
"bourdieu p., reproduction culturelle et reproduction sociale, information sur les sciences sociales, 10, 2, pp. 45-99, (1971)",1
"bourdieu p., cultural reproduction and social reproduction, pp. 71-112, (1973)",1
"bourdieu p., the batchelors' ball, (2006)",1
"bourdieu p., contre la destruction dâune civilisation [against the destruction of a civilisation], in p. bourdieu: contre-feux. propos pour servir Ã  la rÃ©sistance contre l'invasion nÃ©o-libÃ©rale. paris: liber-raisons d'agir., (1998)",1
"bourdieu p., bourdieu m.-c., le paysan et la photographie, revue franÃ§aise de sociologie, 6, pp. 164-174, (1965)",1
"bourdieu p., distinction: a social critique of the judgment of taste, (1982)",1
"bourdieu p., chapter: the forms of capital, handbook of theory and research for the sociology of education, pp. 241-258, (1986)",1
"bourdieu p., esquisse d'une thorie de la pratique, (2000)",1
"bourdieu p., social space and symbolic power, sociological theory, pp. 14-25, (1989)",1
"bourdieu p., sociology in questions, (1994)",1
"bourdieu p., the kabyle house or the world reversed, the logic of practice, (1992)",1
"bourdieu p., the family spirit, practical reason, (1998)",1
"bourdieu p., distinction. a social critique of the judgement of taste, (1999)",1
"bourdieu p., the forms of capital, r. nice (trans.), the handbook of theory and research for the sociology of education, pp. 248-259, (1986)",1
"bourdieu p., espace social et pouvoir symbolique [social space and symbolic power], choses dites, (1987)",1
"bourdieu pierre, wacquant loic j.d., from ruling class to field of power: an interview with pierre bourdieu on la noblesse d'Ã©tat, theory, culture & society, 10, 3, pp. 19-44, (1993)",1
"bourdieu p., distinction. a social critique of the judgements of taste, (1989)",1
"bourdieu p., the force of law: towards a sociology of the juridical field, hastings law journal, 38, 5, pp. 814-853, (1987)",1
"bourdieu p., the production of belief: contribution to an economy of symbolic goods, media, culture and society: a critical reader, pp. 131-165, (1986)",1
"bourdieu p., the bachelorsâ ball. the crisis of peasant society in bÃ©arn, (2008)",1
"bourdieu p., sayad a., le dÃ©racinement, la crise de lâagriculture traditionnelle en algÃ©rie (the uprooting: the crisis of traditional agriculture in algeria), (1964)",1
"bourdieu p., boltanski l., la production de lâidÃ©ologie dominante, actes de la recherche en sciences sociales, 2, 2, pp. 3-73, (1976)",1
"bourdieu p., chartier r., interview in âles lundis de l'histoireâ, france culture, august 3rd, (2002)",1
"wacquant l., towards a reflexive sociology: a workshop with pierre bourdieu, sociological theory (7): 1, (1989)",1
"bourdieu p., cultural reproduction and social reproduction., power and ideology in education, pp. 487-510, (1977)",1
"bourdieu p., other words: essays towards a reflective sociology, (1990)",1
"bourdieu p., passeron j.-c., reproduction in education, culture and society, (2008)",1
"bourdieu p., an invitation to a reflexive sociology, (1992)",1
"bourdieu p., identity and representation: elements for a critical reflection on the idea of region, language and symbolic power, (1991)",1
"bourdieu p., condition de classe et position de classe, european journal of sociology, 7, 2, pp. 201-223, (1966)",1
"bourdieu p., appendix: the âsovietâ variant and political capital, practical reason. on the theory of action, (1998)",1
"bourdieu p., the forms of capital, readings in economic sociology, 4, (1986)",1
"bourdieu p., legitimation and structured interests in weber's sociology of religion, max weber, rationality and irrationality, pp. 119-136, (1987)",1
"bourdieu p., on the state: lectures at the collÃ¨ge de france, (2014)",1
"bourdieu pierre, on television, (2011)",1
"bourdieu p., the contradictions of inheritance, the weight of the world, pp. 507-513, (1999)",1
"bourdieu p., the biographical illusion, pp. 297-303, (2000)",1
"bourdieu p., sur le pouvoir symbolique, annales. e.s.c., 23, 3, pp. 405-411, (1978)",1
"bourdieu p., raisons pratiques. sur la thÃ©orie de l'action., (1994)",1
